Year,Song,Artist,Failed Reason
2020,Gone Days (Mixtape: Gone Days),Stray Kids,No suitable video
2020,You Never Know,BLACKPINK,No suitable video
2020,Outro: Cross the Line,Enhypen,No suitable video
2020,"과거 현재 미래 (Then,Now and Forever)",CNBLUE (씨엔블루),No suitable video
2020,왜요 (Wayo),방예담,No suitable video
2020,Bad (feat. KIMMUSEUM),Jeon Ji-yoon,No suitable video
2020,Yellow,Im Hyunsik,No suitable video
2020,Sour Candy (with Lady Gaga),BLACKPINK,No suitable video
2020,LA DI DA,EVERGLOW,No suitable video
2020,All For You,Sechs Kies,No suitable video
2020,Switch to Me (with J.Y. Park),Rain,No suitable video
2020,너의 눈에 (Meaningless),Sechs Kies,No suitable video
2020,Fantasia,몬스타엑스(MONSTA X),No suitable video
2020,"Dessert [feat. Loopy, Soyeon]",효연,No suitable video
2020,Lovesick Girls,BLACKPINK,No suitable video
2020,FACE YOU,베리베리 (VERIVERY),No suitable video
2020,Ice Cream (with Selena Gomez),BLACKPINK,No suitable video
2020,Tension,Dreamcatcher (드림캐쳐),No suitable video
2020,Scream,Dreamcatcher (드림캐쳐),No suitable video
2020,Red Sun,Dreamcatcher (드림캐쳐),No suitable video
2020,Come With Me (Lonely Enough to Love OST Part.1),골든차일드,No suitable video
2020,BOCA,Dreamcatcher (드림캐쳐),No suitable video
2020,OMG,골든차일드,No suitable video
2020,Moment,골든차일드,No suitable video
2020,Pantomime,우주소녀(WJSN),No suitable video
2020,As You Wish,우주소녀(WJSN),No suitable video
2020,ONE (Lucid Dream),골든차일드,No suitable video
2020,Take Off,골든차일드,No suitable video
2020,Serenade,이승훈,No suitable video
2020,Pump It Up,골든차일드,No suitable video
2020,"My Story,My Song",SF9 (에스에프나인),No suitable video
2020,JUICY,로켓펀치 (Rocket Punch),No suitable video
2020,BOUNCY,로켓펀치 (Rocket Punch),No suitable video
2021,"Gone Away (HAN,Seungmin,I.N)",Stray Kids,No suitable video
2020,No One Knows (아무도 모른다),Seo Eunkwang,No suitable video
2020,Hop In (feat. DPR LIVE),Mino,No suitable video
2021,Odd Eye,Dreamcatcher (드림캐쳐),No suitable video
2021,Mixed Up,Enhypen,No suitable video
2021,Hello,조이,No suitable video
2021,9 Way Ticket,프로미스나인(fromis_9),No suitable video
2021,Outsider,BTOB,No suitable video
2021,The View,Stray Kids,No suitable video
2021,Ra Pam Pam,골든차일드,No suitable video
2021,Ride,로켓펀치 (Rocket Punch),No suitable video
2021,Put Your Hands Up,라붐,No suitable video
2021,Thunderous (소리꾼),Stray Kids,No suitable video
2021,DDARA,골든차일드,No suitable video
2021,YES.,골든차일드,No suitable video
2021,Make It,2PM,No suitable video
2021,Burn It,골든차일드,No suitable video
2021,Birthday (Acoustic Version),전소미,No suitable video
2021,나 끝까지 당신을 포기하지 않을게요 (I will never give you up until the end),DAY6,No suitable video
2021,Anyone,세븐틴(SEVENTEEN),No suitable video
2021,Not For Sale,엔하이픈 (ENHYPEN),No suitable video
2021,Mixed Up,엔하이픈 (ENHYPEN),No suitable video
2021,The Real (흥),ATEEZ (에이티즈),No suitable video
2021,Fanfare,골든차일드,No suitable video
2021,싹둑 (Love Cut),CNBLUE (씨엔블루),No suitable video
2021,WE NEED LOVE,강승윤,No suitable video
2021,Break Up 2 Make Up (ft. Zion.T),지코(Zico),No suitable video
2021,CAPTAIN,강승윤,No suitable video
2021,Gambler,몬스타엑스(MONSTA X),No suitable video
2021,One Day,몬스타엑스(MONSTA X),No suitable video
2021,해변 (illa illa),B.I.,No suitable video
2021,Teamo,Minzy,No suitable video
2021,Chopstick,NiziU,No suitable video
2021,BEcause,Dreamcatcher (드림캐쳐),No suitable video
2021,Drawing,Lee Hong Gi (이홍기),No suitable video
2021,SLOWMOTION,TREASURE,No suitable video
2021,SO BAD (TAK Remix),STAYC,No suitable video
2021,Unthinkable (말도 안돼),FT아일랜드 (FTISLAND),No suitable video
2021,WE GO,프로미스나인(fromis_9),No suitable video
2021,ASAP,STAYC,No suitable video
2021,Don't (with eAeon),RM,No suitable video
2021,Mixtape,Lee Hong Gi (이홍기),No suitable video
2021,혼자 하는 사랑 (Alone),Lee Hong Gi (이홍기),No suitable video
2021,Whistle,Dreamcatcher (드림캐쳐),No suitable video
2021,"Surfin' (Lee Know,Changbin,Felix)",Stray Kids,No suitable video
2021,Ring Ring,로켓펀치 (Rocket Punch),No suitable video
2021,LOCK UP,FT아일랜드 (FTISLAND),No suitable video
2021,Should've Known (가까이 있어서 몰랐어),2AM,No suitable video
2021,WERE WE?,강승윤,No suitable video
2021,Good Night,Seo Eunkwang,Every channel is None or video duration is not between 60 and 600 seconds
2021,Good Night,Seo Eunkwang,No suitable video
2021,IYAH (Feat. Yoon Jong Shin),강승윤,No suitable video
2021,BETTER (with MINO),강승윤,No suitable video
2021,Paradise (ft. Jeon Somi),지코(Zico),No suitable video
2021,Pirate,EVERGLOW,No suitable video
2021,Happy Birthday To You,조이,No suitable video
2021,"On and On (잠시) (Youngbin,Inseong)",SF9 (에스에프나인),No suitable video
2021,Poison Love,Dreamcatcher (드림캐쳐),No suitable video
2021,Loser (루저),Mino,No suitable video
2021,The Moon,태일,No suitable video
2021,Game Changer,골든차일드,No suitable video
2021,Long Flight,태용,No suitable video
2021,Like a Star,도영,No suitable video
2021,Secret Secret,Stray Kids,No suitable video
2021,Sorry I Love You (말할 수 없는 비밀),Stray Kids,No suitable video
2021,Your City (Title Track),Jung Yong Hwa (정용화),No suitable video
2021,Fireworks,Jung Yong Hwa (정용화),No suitable video
2021,더 가까이 (Closer),Lee Hong Gi (이홍기),No suitable video
2021,덤덤 (DUMB DUMB),전소미,No suitable video
2021,Super Moon,우주소녀(WJSN),No suitable video
2021,New Me,우주소녀(WJSN),No suitable video
2021,Last Dance,우주소녀(WJSN),No suitable video
2021,Summer Night In Heaven,Jung Yong Hwa (정용화),No suitable video
2021,Trigger,베리베리 (VERIVERY),No suitable video
2021,Get Away,베리베리 (VERIVERY),No suitable video
2021,Day By Day,조이,No suitable video
2021,My Universe (with Coldplay),BTS,No suitable video
2021,초코치즈볼 (The Road),웬디,Every channel is None or video duration is not between 60 and 600 seconds
2021,초코치즈볼 (The Road),웬디,No suitable video
2021,Wind Blows,Dreamcatcher (드림캐쳐),No suitable video
2021,Cool Cool,골든차일드,No suitable video
2021,핑퐁 (PING PONG) (with DAWN),HyunA,No suitable video
2021,"Red Lights (Bang Chan,Hyunjin)",Stray Kids,No suitable video
2021,Wish You Were Here,CL,No suitable video
2021,바람이 분다 (Wind),Lee Hong Gi (이홍기),No suitable video
2021,"신비,엄지,BOP BOP! (with VIVIZ)",은하,No suitable video
2021,Trauma,SF9 (에스에프나인),No suitable video
2022,Flip That,LOONA,No suitable video
2022,Do It Like This,P1Harmony (피원하모니),No suitable video
2022,Love Your Everything (Moonshine OST Part.9),골든차일드,No suitable video
2022,Guerrilla,ATEEZ (에이티즈),No suitable video
2022,Love story (Hidden Singer7 Episode 5),소유,No suitable video
2022,Bad News,Tempest,No suitable video
2022,YOUNG LUV,STAYC,No suitable video
2022,Done,우주소녀(WJSN),No suitable video
2022,Stay This Way,프로미스나인(fromis_9),No suitable video
2022,No Good Reason,프로미스나인(fromis_9),No suitable video
2022,Cheese,프로미스나인(fromis_9),No suitable video
2022,No Dot (SuA solo),Dreamcatcher (드림캐쳐),No suitable video
2022,Midnight Guest,프로미스나인(fromis_9),No suitable video
2022,TOMBOY,(G)I-DLE,No suitable video
2022,Cherry (Real Miracle) – (JiU solo),Dreamcatcher (드림캐쳐),No suitable video
2022,Safety Zone,J-Hope,No suitable video
2022,Rainy Day (이 비가 그칠 때면),Dreamcatcher (드림캐쳐),No suitable video
2022,Villain,소녀시대,No suitable video
2022,Seventeen,소녀시대,No suitable video
2022,Stay Alive,프로미스나인(fromis_9),No suitable video
2022,Lxxk 2 U,최예나,No suitable video
2022,Hush Hush,프로미스나인(fromis_9),No suitable video
2022,Ready For Love (with PUBG MOBILE),BLACKPINK,No suitable video
2022,Anymore (Acoustic Version),전소미,No suitable video
2022,Replay,골든차일드,No suitable video
2022,Villain,드리핀 (DRIPPIN),No suitable video
2022,CHIQUITA,로켓펀치 (Rocket Punch),No suitable video
2022,AURA,골든차일드,No suitable video
2022,말리지 마 (Never Stop Me),(G)I-DLE,No suitable video
2022,Venom,Stray Kids,No suitable video
2022,Entwurf,NMIXX,No suitable video
2022,Dice (Entwurf),NMIXX,No suitable video
2022,Funky Glitter Christmas (Non-album single),NMIXX,No suitable video
2022,YELLOW PUNCH,로켓펀치 (Rocket Punch),No suitable video
2022,Dal Dal,유주,No suitable video
2022,Evening (with BIG Naughty),유주,No suitable video
2022,봄안녕봄,아이유,No suitable video
2022,Undercover,베리베리 (VERIVERY),No suitable video
2022,겨울잠,아이유,No suitable video
2022,RUN2U (TAK Remix),STAYC,No suitable video
2022,Sexy Nukim (with Balming Tiger),RM,No suitable video
2022,드라마,아이유,No suitable video
2022,들꽃놀이 (with 조유진),RM,No suitable video
2022,Closer,소녀시대,No suitable video
2022,ALIVE,LIGHTSUM,No suitable video
2022,Strawberry Cake,Xdinary Heroes,No suitable video
2022,FLASH,로켓펀치 (Rocket Punch),No suitable video
2022,Heartbreak,민호,No suitable video
2022,DARARI (다라리),TREASURE,No suitable video
2022,MVSK,케플러 (Kep1er),No suitable video
2022,"Listen-Up EP.5 (Thanks to) (Prod. Ryan Jhun,LAS)",로켓펀치 (Rocket Punch),No suitable video
2022,Rewind,케플러 (Kep1er),No suitable video
2022,Sing Along,N.Flying (엔플라잉),No suitable video
2022,WA DA DA (와다다),케플러 (Kep1er),No suitable video
2022,SERIES ‘O’ [ROUND 0 : WHO],베리베리 (VERIVERY),No suitable video
2022,Tap Tap,베리베리 (VERIVERY),No suitable video
2022,DOUBLAST,케플러 (Kep1er),No suitable video
2022,Escape Room,프로미스나인(fromis_9),No suitable video
2022,Nobleman,Super Junior,No suitable video
2022,Together,Dreamcatcher (드림캐쳐),No suitable video
2022,Rewind,프로미스나인(fromis_9),No suitable video
2022,Taste The Feeling,Tempest,No suitable video
2022,Young & Wild,Tempest,No suitable video
2022,VIVID,크래비티(CRAVITY),No suitable video
2022,Born to Love You,강승윤,No suitable video
2022,You.F.O,Nicole,No suitable video
2022,Some Love,Dreamcatcher (드림캐쳐),No suitable video
2022,Test Me,Xdinary Heroes,No suitable video
2022,Nxde,(G)I-DLE,No suitable video
2022,Seoul Drift,지코(Zico),No suitable video
2022,Playground (Gahyeon solo),Dreamcatcher (드림캐쳐),No suitable video
2022,"Don’t Go (Kim Chaehyun,Seo Youngeun)",케플러 (Kep1er),No suitable video
2022,Dice,온유,No suitable video
2023,Love Me Like This (Expérgo),NMIXX,No suitable video
2023,Super Chic (with New Hope Club),P1Harmony (피원하모니),No suitable video
2023,THE WAY TO,TREASURE,No suitable video
2023,BONA BONA,TREASURE,No suitable video
2023,Close To You,Jung Yong Hwa (정용화),No suitable video
2023,Save Me,Jung Yong Hwa (정용화),No suitable video
2023,Queencard,(G)I-DLE,No suitable video
2023,Every Day We Fight,프로미스나인(fromis_9),No suitable video
2023,Marry Me,FT아일랜드 (FTISLAND),No suitable video
2023,SLAY,EVERGLOW,No suitable video
2023,결국 (Eventually),구준회,No suitable video
2023,Wishlist,프로미스나인(fromis_9),No suitable video
2023,Get Up,뉴진스(NewJeans),No suitable video
2023,Roller Coaster (A Midsummer Nmixx's Dream),NMIXX,No suitable video
2023,We Belong,요시,No suitable video
2023,Sacrifice (Eat Me Up),엔하이픈 (ENHYPEN),No suitable video
2023,정신 나갈 것 같아,구준회,Every channel is None or video duration is not between 60 and 600 seconds
2023,정신 나갈 것 같아,구준회,No suitable video
2023,Expérgo,NMIXX,No suitable video
2023,Desert,프로미스나인(fromis_9),No suitable video
2023,STUPID,TREASURE,No suitable video
2023,Let Me Stay,Jung Yong Hwa (정용화),No suitable video
2023,Until We Meet Again,Jung Yong Hwa (정용화),No suitable video
2023,Super,세븐틴(SEVENTEEN),No suitable video
2023,Alive,로켓펀치 (Rocket Punch),No suitable video
2023,No Big Deal,Yuqi,Every channel is None or video duration is not between 60 and 600 seconds
2023,No Big Deal,Yuqi,No suitable video
2023,Joker,Jung Yong Hwa (정용화),No suitable video
2023,To. Yo,Dreamcatcher (드림캐쳐),No suitable video
2023,Gonna Be Alright,빅스 (VIXX),No suitable video
2023,The Feeling,SHINee,No suitable video
2023,Don't Ever Say Love Me (다시는 사랑한다 말하지 마) (with Colde),RM,No suitable video
2023,Hot Sauce,Red Velvet,Every channel is None or video duration is not between 60 and 600 seconds
2023,Hot Sauce,Red Velvet,No suitable video
2023,Mirror,정찬우,No suitable video
2023,이리오너라 (Fighting),송윤형,No suitable video
2023,Wave (Ollounder’s Bold Dynamics Mix),ATEEZ (에이티즈),No suitable video
2023,"Eternal Sunshine (Yunho,Jongho Ver.)",ATEEZ (에이티즈),No suitable video
2023,Galileo (갈릴레오),케플러 (Kep1er),No suitable video
2023,So Good,Jung Yong Hwa (정용화),No suitable video
2023,Stay Here,우주소녀(WJSN),No suitable video
2023,Stay Alive,Jungkook,No suitable video
2023,Here I Stand (Black Clover: Sword of the Wizard King OST),TREASURE,No suitable video
2023,Crazy Like That,베리베리 (VERIVERY),No suitable video
2024,There,Tempest,No suitable video
2024,첫 만남은 계획대로 되지 않아(Plot Twist),TWS(투어스),No suitable video
2024,Everytime,WayV,No suitable video
2024,Fe3O4: Break,NMIXX,No suitable video
2024,Thinking About You,보이넥스트도어(BOYNEXTDOOR),No suitable video
2024,관객이 될게 (I Stan U),아이유,No suitable video
2024,Over You (Feat. Chris Martin & Aespa),aespa,No suitable video
2024,Live My Life,aespa,No suitable video
2024,Regret of the Times (2024 Aespa Remake Version),aespa,No suitable video
2024,Talking Walking,Jimin (지민),No suitable video
2024,홀씨,아이유,No suitable video
2024,Dash (Fe3O4: Break),NMIXX,Every channel is None or video duration is not between 60 and 600 seconds
2024,Dash (Fe3O4: Break),NMIXX,No suitable video
2024,Bubble Gum,뉴진스(NewJeans),No suitable video
2024,LIGHTHOUSE,Tempest,No suitable video
2024,Forever Young,뉴진스(NewJeans),No suitable video
2024,Goodbye Summer,뉴진스(NewJeans),No suitable video
2024,Stuck In The Middle,BABYMONSTER,No suitable video
2024,Shopper,아이유,No suitable video
2024,Soñar (Breaker) (Fe3O4: Break),NMIXX,No suitable video
2014,Bad Man Crying,Rainbow,No suitable video
2014,MAMA,Nicole,No suitable video
2015,Listen to Me,UNIQ,No suitable video
2015,유리구슬 (Glass Bead),여자친구,No suitable video
2016,Pretty U (예쁘다),세븐틴(SEVENTEEN),No suitable video
2016,I'll Be There,LOONA,No suitable video
2017,Never Ever,GOT7,No suitable video
2018,My Pace,Stray Kids,No suitable video
2018,Awkward Silence (갑자기 분위기 싸해질 필요 없잖아요),Stray Kids,No suitable video
2018,해적왕 (Pirate King),ATEEZ (에이티즈),No suitable video
2018,Treasure,ATEEZ (에이티즈),No suitable video
2018,District 9,Stray Kids,No suitable video
2018,Get Cool,Stray Kids,No suitable video
2018,Enough,Boy Story,No suitable video
2019,You Calling My Name,GOT7,No suitable video
2019,Eclipse,GOT7,No suitable video
2019,달라 달라,ITZY,No suitable video
2019,Any Song (아무노래),지코(Zico),No suitable video
2019,Icy,ITZY,No suitable video
2019,Want It?,ITZY,No suitable video
2019,WONDERLAND,ATEEZ (에이티즈),No suitable video
2019,Dumb Litty,KARD,No suitable video
2019,Hocus Pocus,BVNDIT,No suitable video
2019,Dumb,BVNDIT,No suitable video
2019,Regular (理所当然),WayV,No suitable video
2019,Come Back (噩梦),WayV,No suitable video
2019,Take Off (无翼而飞),WayV,No suitable video
2019,Moonwalk,WayV,No suitable video
2019,봉봉쇼콜라 (Bon Bon Chocolat),EVERGLOW,No suitable video
2020,Work It,NCT 2020,No suitable video
2020,Jumper,크래비티(CRAVITY),No suitable video
2020,WW,Boy Story,No suitable video
2020,Be Urself,Boy Story,No suitable video
2020,Turn Back Time,WayV,No suitable video
2020,지평선 (Horizon),ATEEZ (에이티즈),No suitable video
2020,Black Mamba,aespa,No suitable video
2020,SO BAD,STAYC,No suitable video
2020,Last Piece,GOT7,No suitable video
2020,Wannabe,ITZY,No suitable video
2021,FIRST,EVERGLOW,No suitable video
2021,Fever,Enhypen,No suitable video
2021,Drunk-Dazed,Enhypen,No suitable video
2021,Bad Habits,크래비티(CRAVITY),No suitable video
2021,Upper Side Dreamin',Enhypen,No suitable video
2021,Tamed-Dashed,Enhypen,No suitable video
2021,Upper Side Dreamin’,엔하이픈 (ENHYPEN),No suitable video
2021,ELEVEN,아이브(IVE),No suitable video
2021,Drunk-Dazed,엔하이픈 (ENHYPEN),No suitable video
2021,FEVER,엔하이픈 (ENHYPEN),No suitable video
2021,Fireworks (I'm The One),ATEEZ (에이티즈),No suitable video
2021,Eternal Sunshine,ATEEZ (에이티즈),No suitable video
2021,Next Level,aespa,No suitable video
2021,Kick Back,WayV,No suitable video
2021,LOCO,ITZY,No suitable video
2021,Hello Future,NCT Dream,No suitable video
2021,Hot Sauce,NCT Dream,No suitable video
2021,Swipe,ITZY,No suitable video
2021,Vertigo,드리핀 (DRIPPIN),No suitable video
2021,In the Morning (Mafia in the Morning),ITZY,No suitable video
2021,#Twenty,ITZY,No suitable video
2021,ID,Boy Story,No suitable video
2022,Blessed-Cursed,Enhypen,No suitable video
2022,Sticker,NCT 127,No suitable video
2022,Glitch Mode,NCT Dream,No suitable video
2022,Future Perfect (Pass the MIC),엔하이픈 (ENHYPEN),No suitable video
2022,LOVE DIVE,아이브(IVE),No suitable video
2022,Freak (괴짜),지코(Zico),No suitable video
2022,Antifragile,LE SSERAFIM,No suitable video
2022,Future Perfect (Pass the MIC),Enhypen,No suitable video
2022,Rush Hour,몬스타엑스(MONSTA X),No suitable video
2022,TFW (That Feeling When),Enhypen,No suitable video
2022,ParadoXXX Invasion,Enhypen,No suitable video
2023,Cool With You,뉴진스(NewJeans),No suitable video
2023,One and Only,보이넥스트도어(BOYNEXTDOOR),No suitable video
2023,HALAZIA,ATEEZ (에이티즈),No suitable video
2023,Still Monster,엔하이픈 (ENHYPEN),No suitable video
2023,Sweet Venom,Enhypen,No suitable video
2023,CRUSH,제로베이스원 (ZEROBASEONE),No suitable video
2023,Bite Me,엔하이픈 (ENHYPEN),No suitable video
2023,Chaconne,엔하이픈 (ENHYPEN),No suitable video
2023,New Kidz on the Block,제로베이스원 (ZEROBASEONE),No suitable video
2023,LVLY,케플러 (Kep1er),No suitable video
2023,Cool (Your Be),Stray Kids,No suitable video
2023,Fact Check,NCT 127,No suitable video
2023,Fall in Love Again (Prod. C. “Tricky” Stewart & Believve),P1Harmony (피원하모니),No suitable video
2024,Killin’ It,P1Harmony (피원하모니),No suitable video
2024,Oh Mymy : 7s,TWS(투어스),No suitable video
2024,Siren,RIIZE,No suitable video
2024,Impossible,RIIZE,No suitable video
2024,Lucky Girl Syndrome,ILLIT,No suitable video
2021,SO WHAT,STAYC,No suitable video
2014,Mamma Mia,KARA,No suitable video
2015,EOEO,UNIQ,No suitable video
2015,Brave New World,Brown Eyed Girls,No suitable video
2015,리듬 타,iKON,No suitable video
2015,Bang Bang Bang,BigBang,No suitable video
2016,Zutter (GD&TOP),BigBang,No suitable video
2017,Dramarama,몬스타엑스(MONSTA X),No suitable video
2019,Beautiful Days,러블리즈 (Lovelyz),No suitable video
2020,Given-Taken,Enhypen,No suitable video
2020,Not Shy,ITZY,No suitable video
2020,90's Love,NCT 2020,No suitable video
2020,Obliviate,러블리즈 (Lovelyz),No suitable video
2021,Young Blood,드리핀 (DRIPPIN),No suitable video
2022,No Celestial,LE SSERAFIM,No suitable video
2023,MOVE (T5),TREASURE,No suitable video
2024,Straight Line,케플러 (Kep1er),No suitable video
2024,Renegade,Lucas,No suitable video
2024,O.U.R,보이넥스트도어(BOYNEXTDOOR),No suitable video
2024,U.R,보이넥스트도어(BOYNEXTDOOR),No suitable video
2024,Sweet Venom (Seeb Remix),엔하이픈 (ENHYPEN),No suitable video
